statement,source,veracity,date,lemmas
"""Gas prices have never been higher, and Exxon Mobil's profits have never been higher.""",Barack Obama,0,2007-12-31,gas price high exxon mobil profit high
"""McCain opposes repeal of the death tax.""",Mitt Romney,1,2007-12-31,mccain oppose repeal death tax
"""I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.""",Mitt Romney,0,2007-12-31,i talk gun i tell position i governor fact i receive endorsement nra
"""I saw my father march with Martin Luther King.""",Mitt Romney,0,2007-12-28,i father march martin luther king
"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",Mike Huckabee,1,2007-12-28,romney refuse pardon decorate soldier return iraq charge crime involve bb gun
"Former business partner Robert Gay says: ""The man who helped save my daughter was Mitt Romney.""",Mitt Romney,1,2007-12-28,business partner robert gay man help save daughter mitt romney
"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",Mitt Romney,1,2007-12-28,huckabee grant pardon commutation clemency previous governor combine
"""One out of every four homeless people on our streets is a veteran.""",John Edwards,1,2007-12-26,homeless people street veteran
"""Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.""",Bill Richardson,0,2007-12-21,sixty percent iraqi people okay shoot american soldier
"""Obama was enrolled in a Wahabi school in Jakarta. Wahabism is the RADICAL teaching that is followed by the Muslim terrorists who are now waging Jihad against the western world.""",Chain email,0,2007-12-20,obama enrol wahabi school jakarta wahabism radical teaching follow muslim terrorist wage jihad western world
"When Obama was sworn into office, ""he DID NOT use the Holy Bible, but instead the Kuran (Their equivalency to our Bible, but very different beliefs).""",Chain email,0,2007-12-20,obama swear office use holy bible instead kuran equivalency bible different belief
"""I can't sign money. That's illegal.""",Hillary Clinton,0,2007-12-19,i sign money illegal
"""It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.""",Ron Paul,1,2007-12-19,use policy republican party rid department education finally charge chance double size department education
"""Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office …""",Rudy Giuliani,0,2007-12-18,iranian mullah american hostage hold american hostage day hour release hour ronald reagan oath office
""" ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.""",John McCain,1,2007-12-18,follow world war ii war crime trial convene japanese try convict hang war crime commit american pow charge convict waterboarde
"""And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.""",Duncan Hunter,0,2007-12-18,know president commander chief pray day field manual prayer
"""The estate tax, which came into being by Republicans like Teddy Roosevelt and others ... is there for a real simple reason: In America, we've never liked the idea of massive inherited wealth.""",Hillary Clinton,0,2007-12-18,estate tax come republicans like teddy roosevelt real simple reason america like idea massive inherit wealth
"""George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' """,Hillary Clinton,1,2007-12-17,george bush use signing statement fema bill i follow i choose
"""If we went back to the obesity rates that existed in 1980, that would save the Medicare system a trillion dollars.""",Barack Obama,0,2007-12-17,obesity rate exist save medicare system trillion dollar
"""Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.""",Hillary Clinton,1,2007-12-15,productivity rise percent wage stay flat million people poverty country
"""We reduced abortion. We increased adoptions by 135 percent.""",Rudy Giuliani,0,2007-12-13,reduce abortion increase adoption percent
"""Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.""",Fred Thompson,1,2007-12-13,percent americans pay half income taxis country percent americans pay income taxis
"""We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.""",Chris Dodd,1,2007-12-13,million fellow citizen live poverty million million child
An anonymous e-mail says that Hillary Clinton advocates communism.,Chain email,0,2007-12-12,anonymous e mail hillary clinton advocate communism
"""When Pakistan erupted in crisis, I spoke to Musharraf before Bush did.""",Joe Biden,1,2007-12-12,pakistan erupt crisis i speak musharraf bush
"""For every single illegal immigrant family in this country, it costs $20,000 — it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes.""",Tom Tancredo,0,2007-12-11,single illegal immigrant family country cost cost infrastructural cost pay taxis
"""He's (Romney) the one who said that he would be to the left of Teddy Kennedy on gay rights.""",Rudy Giuliani,1,2007-12-11,romney left teddy kennedy gay right
"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",Mitt Romney,1,2007-12-11,mike huckabee support taxpayer fund scholarship illegal alien
"""This guy didn't even support Ronald Reagan.""",Rudy Giuliani,1,2007-12-11,guy support ronald reagan
"""A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.""",Hillary Clinton,1,2007-12-10,ham cheese sandwich slice bread responsibility usda ham cheese sandwich slice bread responsibility food drug administration
"""The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America.""",Rudy Giuliani,1,2007-12-10,odd thing want america massachusetts mandate health care massachusetts hillarycare want america
"""Senator Obama's relatives and friends say he has been talking about running for president for at least the last 15 years,"" a campaign spokesman said.",Hillary Clinton,1,2007-12-06,senator obama relative friend talk run president year campaign spokesman
"Romney said ""'No' to in-state tuition"" for illegal immigrants.",Mitt Romney,1,2007-12-05,romney state tuition illegal immigrant
"""He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.""",John McCain,1,2007-12-04,member iraq study group fire quit important commission try figure way forward iraq
"""I do provide universal health care.""",Barack Obama,0,2007-12-03,i provide universal health care
"MikeHuckabee.com gets ""more hits than virtually any other presidential candidate.""",Mike Huckabee,1,2007-12-03,hit virtually presidential candidate
"The Red Sox waited ""87 long years"" to win the World Series.",Mitt Romney,0,2007-11-29,red sox wait long year win world series
"""I spend a lot of time in Iowa, and believe it or not, in Ottumwa, Iowa, this is the heartland, the newspaper, the regular newspaper for Ottumwa, Iowa, is (a) bilingual newspaper.""",Tom Tancredo,0,2007-11-29,i spend lot time iowa believe ottumwa iowa heartland newspaper regular newspaper ottumwa iowa bilingual newspaper
"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.",Mike Huckabee,0,2007-11-29,support state tuition arkansas illegal immigrant sit school time year old plus student thing
